  Yr, Mn,    Date,      Date,     CO2,seasonally,        fit,  seasonally,      CO2, seasonally, Sta
    ,   ,        ,          ,        ,  adjusted,           ,adjusted fit,   filled,adjusted filled,
    ,   ,   Excel,          ,   [ppm],    [ppm] ,      [ppm],    [ppm],       [ppm],    [ppm],
2013,3,41348,2013.2027,397.35,395.86,397.43,395.92,397.35,395.86, MLO
2013,4,41379,2013.2877,398.44,395.74,398.85,396.13,398.44,395.74, MLO
2013,5,41409,2013.3699,400.06,396.74,399.66,396.33,400.06,396.74, MLO
2013,6,41440,2013.4548,398.96,396.43,399.03,396.53,398.96,396.43, MLO
2013,7,41470,2013.537,397.45,396.67,397.48,396.72,397.45,396.67, MLO
2013,8,41501,2013.6219,395.49,397,395.36,396.92,395.49,397, MLO
2013,9,41532,2013.7068,393.47,396.89,393.67,397.11,393.47,396.89, MLO
2013,10,41562,2013.789,393.77,397.31,393.77,397.28,393.77,397.31, MLO
2013,11,41593,2013.874,395.27,397.49,395.28,397.47,395.27,397.49, MLO
2013,12,41623,2013.9562,396.9,397.8,396.75,397.64,396.9,397.8, MLO
2014,1,41654,2014.0411,398.01,397.94,397.89,397.81,398.01,397.94, MLO
2014,2,41685,2014.126,398.18,397.42,398.76,397.98,398.18,397.42, MLO
2014,3,41713,2014.2027,399.56,398.06,399.65,398.14,399.56,398.06, MLO
2014,4,41744,2014.2877,401.43,398.72,401.04,398.31,401.43,398.72, MLO
2014,5,41774,2014.3699,401.98,398.65,401.8,398.46,401.98,398.65, MLO
2014,6,41805,2014.4548,401.41,398.88,401.13,398.62,401.41,398.88, MLO
2014,7,41835,2014.537,399.17,398.38,399.53,398.78,399.17,398.38, MLO
2014,8,41866,2014.6219,397.3,398.82,397.38,398.94,397.3,398.82, MLO
2014,9,41897,2014.7068,395.49,398.91,395.65,399.1,395.49,398.91, MLO
2014,10,41927,2014.789,395.74,399.28,395.73,399.26,395.74,399.28, MLO
2014,11,41958,2014.874,397.32,399.54,397.23,399.43,397.32,399.54, MLO
2014,12,41988,2014.9562,398.88,399.79,398.71,399.59,398.88,399.79, MLO
2015,1,42019,2015.0411,399.95,399.88,399.85,399.77,399.95,399.88, MLO
2015,2,42050,2015.126,400.4,399.63,400.72,399.94,400.4,399.63, MLO
2015,3,42078,2015.2027,401.6,400.09,401.63,400.11,401.6,400.09, MLO
2015,4,42109,2015.2877,403.52,400.81,403.04,400.31,403.52,400.81, MLO
2015,5,42139,2015.3699,404.04,400.69,403.85,400.5,404.04,400.69, MLO
2015,6,42170,2015.4548,402.81,400.27,403.24,400.72,402.81,400.27, MLO
2015,7,42200,2015.537,401.54,400.75,401.71,400.95,401.54,400.75, MLO
2015,8,42231,2015.6219,398.93,400.45,399.65,401.22,398.93,400.45, MLO
2015,9,42262,2015.7068,397.43,400.87,398.05,401.5,397.43,400.87, MLO
2015,10,42292,2015.789,398.22,401.77,398.26,401.8,398.22,401.77, MLO
2015,11,42323,2015.874,400.17,402.4,399.91,402.11,400.17,402.4, MLO
2015,12,42353,2015.9562,401.82,402.73,401.53,402.42,401.82,402.73, MLO
2016,1,42384,2016.041,402.58,402.51,402.82,402.74,402.58,402.51, MLO
2016,2,42415,2016.1257,404.09,403.33,403.82,403.05,404.09,403.33, MLO
2016,3,42444,2016.2049,404.79,403.25,404.88,403.32,404.79,403.25, MLO
2016,4,42475,2016.2896,407.5,404.74,406.38,403.6,407.5,404.74, MLO
2016,5,42505,2016.3716,407.59,404.24,407.2,403.85,407.59,404.24, MLO
2016,6,42536,2016.4563,406.94,404.42,406.59,404.09,406.94,404.42, MLO
2016,7,42566,2016.5383,404.43,403.67,405.04,404.32,404.43,403.67, MLO
2016,8,42597,2016.623,402.17,403.72,402.94,404.54,402.17,403.72, MLO
2016,9,42628,2016.7077,400.95,404.4,401.28,404.76,400.95,404.4, MLO
2016,10,42658,2016.7896,401.43,404.99,401.43,404.97,401.43,404.99, MLO
2016,11,42689,2016.8743,403.57,405.8,402.98,405.18,403.57,405.8, MLO
2016,12,42719,2016.9563,404.48,405.39,404.49,405.37,404.48,405.39, MLO
2017,1,42750,2017.0411,406,405.94,405.65,405.57,406,405.94, MLO
2017,2,42781,2017.126,406.57,405.81,406.53,405.75,406.57,405.81, MLO
2017,3,42809,2017.2027,406.99,405.47,407.44,405.91,406.99,405.47, MLO
2017,4,42840,2017.2877,408.88,406.14,408.83,406.08,408.88,406.14, MLO
2017,5,42870,2017.3699,409.84,406.48,409.6,406.24,409.84,406.48, MLO
2017,6,42901,2017.4548,409.05,406.5,408.93,406.4,409.05,406.5, MLO
2017,7,42931,2017.537,407.13,406.34,407.31,406.55,407.13,406.34, MLO
2017,8,42962,2017.6219,405.17,406.7,405.13,406.71,405.17,406.7, MLO
2017,9,42993,2017.7068,403.2,406.66,403.39,406.86,403.2,406.66, MLO
2017,10,43023,2017.789,403.57,407.14,403.46,407.01,403.57,407.14, MLO
2017,11,43054,2017.874,405.1,407.34,404.96,407.17,405.1,407.34, MLO
2017,12,43084,2017.9562,406.68,407.59,406.43,407.32,406.68,407.59, MLO
2018,1,43115,2018.0411,407.98,407.91,407.56,407.48,407.98,407.91, MLO
2018,2,43146,2018.126,408.36,407.59,408.41,407.63,408.36,407.59, MLO
2018,3,43174,2018.2027,409.21,407.69,409.32,407.78,409.21,407.69, MLO
2018,4,43205,2018.2877,410.23,407.49,410.73,407.96,410.23,407.49, MLO
2018,5,43235,2018.3699,411.23,407.86,411.53,408.16,411.23,407.86, MLO
2018,6,43266,2018.4548,410.82,408.26,410.91,408.37,410.82,408.26, MLO
2018,7,43296,2018.537,408.83,408.03,409.36,408.6,408.83,408.03, MLO
2018,8,43327,2018.6219,407.02,408.56,407.28,408.86,407.02,408.56, MLO
2018,9,43358,2018.7068,405.53,408.99,405.64,409.13,405.53,408.99, MLO
2018,10,43388,2018.789,405.93,409.51,405.82,409.39,405.93,409.51, MLO
2018,11,43419,2018.874,408.04,410.29,407.44,409.66,408.04,410.29, MLO
2018,12,43449,2018.9562,409.17,410.08,409.03,409.92,409.17,410.08, MLO
2019,1,43480,2019.0411,410.85,410.78,410.26,410.18,410.85,410.78, MLO
2019,2,43511,2019.126,411.59,410.82,411.21,410.43,411.59,410.82, MLO
2019,3,43539,2019.2027,411.91,410.39,412.18,410.64,411.91,410.39, MLO
2019,4,43570,2019.2877,413.46,410.71,413.63,410.87,413.46,410.71, MLO
2019,5,43600,2019.3699,414.76,411.38,414.46,411.08,414.76,411.38, MLO
2019,6,43631,2019.4548,413.89,411.32,413.85,411.3,413.89,411.32, MLO
2019,7,43661,2019.537,411.78,410.98,412.28,411.52,411.78,410.98, MLO
2019,8,43692,2019.6219,410.01,411.55,410.16,411.74,410.01,411.55, MLO
2019,9,43723,2019.7068,408.48,411.95,408.47,411.96,408.48,411.95, MLO
2019,10,43753,2019.789,408.4,411.99,408.6,412.18,408.4,411.99, MLO
2019,11,43784,2019.874,410.16,412.41,410.18,412.4,410.16,412.41, MLO
2019,12,43814,2019.9562,411.81,412.73,411.72,412.61,411.81,412.73, MLO
2020,1,43845,2020.041,413.3,413.24,412.91,412.83,413.3,413.24, MLO
2020,2,43876,2020.1257,414.05,413.28,413.82,413.04,414.05,413.28, MLO
2020,3,43905,2020.2049,414.45,412.9,414.8,413.23,414.45,412.9, MLO
2020,4,43936,2020.2896,416.11,413.32,416.24,413.44,416.11,413.32, MLO
2020,5,43966,2020.3716,417.15,413.76,417.02,413.63,417.15,413.76, MLO
2020,6,43997,2020.4563,416.29,413.74,416.36,413.84,416.29,413.74, MLO
2020,7,44027,2020.5383,414.42,413.65,414.76,414.03,414.42,413.65, MLO
2020,8,44058,2020.623,412.52,414.09,412.62,414.23,412.52,414.09, MLO
2020,9,44089,2020.7077,411.18,414.68,410.92,414.43,411.18,414.68, MLO
2020,10,44119,2020.7896,411.12,414.72,411.04,414.62,411.12,414.72, MLO
2020,11,44150,2020.8743,412.88,415.14,412.58,414.81,412.88,415.14, MLO
2020,12,44180,2020.9563,413.89,414.8,414.09,414.98,413.89,414.8, MLO
2021,1,44211,2021.0411,415.15,415.08,415.24,415.16,415.15,415.08, MLO
2021,2,44242,2021.126,416.48,415.7,416.12,415.34,416.48,415.7, MLO
2021,3,44270,2021.2027,417.16,415.63,417.04,415.49,417.16,415.63, MLO
2021,4,44301,2021.2877,418.24,415.47,418.44,415.66,418.24,415.47, MLO
2021,5,44331,2021.3699,418.95,415.55,419.23,415.83,418.95,415.55, MLO
2021,6,44362,2021.4548,418.7,416.12,418.56,416,418.7,416.12, MLO
2021,7,44392,2021.537,416.65,415.85,416.95,416.18,416.65,415.85, MLO
2021,8,44423,2021.6219,414.34,415.89,414.78,416.36,414.34,415.89, MLO
2021,9,44454,2021.7068,412.9,416.4,413.04,416.55,412.9,416.4, MLO
2021,10,44484,2021.789,413.55,417.16,413.14,416.74,413.55,417.16, MLO
2021,11,44515,2021.874,414.82,417.08,414.69,416.92,414.82,417.08, MLO
2021,12,44545,2021.9562,416.43,417.36,416.19,417.1,416.43,417.36, MLO
2022,1,44576,2022.0411,418.01,417.94,417.34,417.26,418.01,417.94, MLO
2022,2,44607,2022.126,418.99,418.21,418.21,417.42,418.99,418.21, MLO
2022,3,44635,2022.2027,418.45,416.92,419.11,417.56,418.45,416.92, MLO
2022,4,44666,2022.2877,420.02,417.25,420.5,417.71,420.02,417.25, MLO
2022,5,44696,2022.3699,420.77,417.36,421.27,417.86,420.77,417.36, MLO
2022,6,44727,2022.4548,420.68,418.09,420.6,418.03,420.68,418.09, MLO
2022,7,44757,2022.537,418.68,417.87,418.98,418.21,418.68,417.87, MLO
2022,8,44788,2022.6219,416.76,418.31,416.8,418.4,416.76,418.31, MLO
2022,9,44819,2022.7068,415.41,418.91,415.07,418.59,415.41,418.91, MLO
2022,10,44849,2022.789,415.31,418.93,415.18,418.78,415.31,418.93, MLO
2022,11,44880,2022.874,417.04,419.31,416.74,418.98,417.04,419.31, MLO
2022,12,44910,2022.9562,418.57,419.49,418.27,419.18,418.57,419.49, MKO
2023,1,44941,2023.0411,419.24,419.17,419.46,419.38,419.24,419.17, MKO
2023,2,44972,2023.126,420.33,419.55,420.38,419.59,420.33,419.55, MKO
2023,3,45000,2023.2027,420.51,418.97,421.34,419.79,420.51,418.97, MLO
2023,4,45031,2023.2877,422.73,419.95,422.81,420.01,422.73,419.95, MLO
2023,5,45061,2023.3699,423.78,420.36,423.65,420.23,423.78,420.36, MLO
2023,6,45092,2023.4548,423.39,420.8,423.03,420.46,423.39,420.8, MLO
2023,7,45122,2023.537,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99, MLO
2023,8,45153,2023.6219,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99, MLO
2023,9,45184,2023.7068,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99, MLO
2023,10,45214,2023.789,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99, MLO
2023,11,45245,2023.874,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99, MLO
2023,12,45275,2023.9562,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99, MLO
